Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-10791,"Hello support team, Cannot upload CSV file larger than 5MB error says file format unsupported Let me know the resolution.",Technical Issues,Medium,In-App Chat,Free Tier
TKT-10792,"Hey, Can you share best practices for organizing workspaces across departments? Regards.",Product Inquiries,Low,Email,Free Tier
TKT-10793,"Hi there, If we cancel, do we still retain read-only access to historical dashboard reports? Thanks for your prompt help.",Cancellation & Refunds,Low,Web Portal,SMB
TKT-10794,"Dear Customer Service, What is the exact difference in features between Professional and Enterprise tier? Please look into this as soon as possible.",Product Inquiries,Medium,Web Portal,SMB
TKT-10795,"Hello support team, Integration with Slack bot stopped sending automated channel alerts Regards.",Technical Issues,Medium,In-App Chat,Enterprise
TKT-10796,"Dear Customer Service, Minor CSS layout glitch on safari browser when viewing navigation menu Appreciate your assistance.",Technical Issues,Low,In-App Chat,Enterprise
TKT-10797,"Hello support team, Cannot change primary email address in profile settings page throws permission error",Account Access,Medium,In-App Chat,SMB
TKT-10798,"Greetings, Can we customize webhook payload headers with custom authorization tokens? Appreciate your assistance.",Product Inquiries,Medium,Web Portal,Free Tier
TKT-10799,"Greetings, How many days before renewal do we need to submit a cancellation notice? Please look into this as soon as possible.",Cancellation & Refunds,Low,Web Portal,SMB
TKT-10800,"Hi there, Cannot change primary email address in profile settings page throws permission error Awaiting your quick reply.",Account Access,Medium,Email,SMB
TKT-10801,Urgent assistance needed: API endpoint returning 503 service unavailable all background workers crashed immediately,Technical Issues,High,In-App Chat,SMB
TKT-10802,"Hello support team, How to change notification preferences for email digests?",Account Access,Low,Web Portal,Free Tier
TKT-10803,"FYI, Data pipeline corrupted our daily sync failed for enterprise client accounts Regards.",Technical Issues,High,Web Portal,Enterprise
TKT-10804,"Hey, How do I update my profile avatar and display name on the portal?",Account Access,Low,Web Portal,SMB
TKT-10805,"Hello support team, Production database connection failure error code 500 server outage critical system down",Technical Issues,High,In-App Chat,Enterprise
TKT-10806,"Dear Customer Service, Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Please look into this as soon as possible.",Billing & Payments,High,Web Portal,SMB
TKT-10807,"Hey, Requesting instructions for setting up Google Authenticator app Thanks for your prompt help.",Account Access,Low,In-App Chat,SMB
TKT-10808,"Hey, Lost two-factor authentication device backup codes not working urgent root access needed Appreciate your assistance.",Account Access,High,Web Portal,SMB
TKT-10809,"Dear Customer Service, Does the platform support automated CSV data export via scheduled SFTP?",Product Inquiries,Medium,Email,Free Tier
TKT-10810,"Hey, Mobile app crashes whenever user switches from dark mode to light mode in settings Regards.",Technical Issues,Medium,Email,Free Tier
TKT-10811,"Hello support team, How to switch payment method from American Express to corporate ACH wire transfer? Thanks for your prompt help.",Billing & Payments,Medium,Email,Enterprise
TKT-10812,"Hello support team, How do we export all our workspace data before closing our company account? Let me know the resolution.",Cancellation & Refunds,Medium,Email,SMB
TKT-10813,Attention: Requesting quote for adding 5 additional user seats to team plan next month Let me know the resolution.,Billing & Payments,Low,Email,SMB
TKT-10814,Help please! Payment receipt not delivered to finance accounting team email address Awaiting your quick reply.,Billing & Payments,Medium,Web Portal,Enterprise
TKT-10815,"Greetings, Integration with Slack bot stopped sending automated channel alerts Let me know the resolution.",Technical Issues,Medium,Email,SMB
TKT-10816,Suspected account takeover received password reset email that was not initiated by us Awaiting your quick reply.,Account Access,High,Web Portal,SMB
TKT-10817,"Dear Customer Service, Fraudulent unauthorized transactions detected on our billing card linked to this account Appreciate your assistance.",Billing & Payments,High,Web Portal,SMB
TKT-10818,"Hello support team, Does the platform support automated CSV data export via scheduled SFTP? Appreciate your assistance.",Product Inquiries,Medium,Email,SMB
TKT-10819,Attention: Google workspace OAuth single sign-on throws redirect uri mismatch error Thanks for your prompt help.,Account Access,Medium,Web Portal,SMB
TKT-10820,"Hi there, How to switch payment method from American Express to corporate ACH wire transfer? Let me know the resolution.",Billing & Payments,Medium,In-App Chat,Free Tier
TKT-10821,Urgent assistance needed: What payment currencies do you support for international bank cards? Thanks for your prompt help.,Billing & Payments,Low,In-App Chat,SMB
TKT-10822,"Dear Customer Service, Payment gateway failed during checkout customer funds deducted but invoice marked unpaid This is impacting our business operations.",Billing & Payments,High,Email,SMB
TKT-10823,Help please! Webhook notifications are delayed by approximately 45 minutes since latest release Let me know the resolution.,Technical Issues,Medium,In-App Chat,Enterprise
TKT-10824,Urgent assistance needed: Do you have a public product roadmap for upcoming Q3 features? Thanks for your prompt help.,Product Inquiries,Low,Email,SMB
TKT-10825,Production database connection failure error code 500 server outage critical system down Appreciate your assistance.,Technical Issues,High,Email,Free Tier
TKT-10826,Urgent assistance needed: Requesting instructions for setting up Google Authenticator app Regards.,Account Access,Low,In-App Chat,SMB
TKT-10827,"FYI, Please cancel our monthly recurring addon package before next billing cycle begins Thanks for your prompt help.",Cancellation & Refunds,Medium,Email,Enterprise
TKT-10828,"Greetings, How to switch payment method from American Express to corporate ACH wire transfer? Let me know the resolution.",Billing & Payments,Medium,Web Portal,SMB
TKT-10829,"Hey, Can one user be a member of multiple organization workspaces? This is impacting our business operations.",Account Access,Low,In-App Chat,SMB
TKT-10830,"FYI, SSO SAML authentication broken for entire organization no employees can log in Regards.",Account Access,High,Web Portal,SMB
TKT-10831,Memory leak causing production Kubernetes pods to crash in loop OOMKilled Appreciate your assistance.,Technical Issues,High,Email,Enterprise
TKT-10832,"Hey, Cannot upload CSV file larger than 5MB error says file format unsupported Awaiting your quick reply.",Technical Issues,Medium,Email,SMB
TKT-10833,"Hello support team, What is your cancellation policy if we decide to pause subscription next quarter? Thanks for your prompt help.",Cancellation & Refunds,Low,Email,Enterprise
TKT-10834,Help please! Coupon promo code DISCOUNT20 was not applied during renewal checkout Please look into this as soon as possible.,Billing & Payments,Medium,Email,Enterprise
TKT-10835,Attention: Payment receipt not delivered to finance accounting team email address Awaiting your quick reply.,Billing & Payments,Medium,Email,Enterprise
TKT-10836,"FYI, How to switch payment method from American Express to corporate ACH wire transfer? Let me know the resolution.",Billing & Payments,Medium,Email,Enterprise
TKT-10837,Mobile app crashes whenever user switches from dark mode to light mode in settings,Technical Issues,Medium,In-App Chat,SMB
TKT-10838,"Greetings, How many concurrent API requests are allowed on the standard developer tier?",Product Inquiries,Medium,In-App Chat,Enterprise
TKT-10839,Urgent assistance needed: Mobile app crashes whenever user switches from dark mode to light mode in settings This is impacting our business operations.,Technical Issues,Medium,Email,SMB
TKT-10840,"Hey, Payment receipt not delivered to finance accounting team email address Thanks for your prompt help.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-10841,Attention: What is the exact difference in features between Professional and Enterprise tier? Please look into this as soon as possible.,Product Inquiries,Medium,Web Portal,SMB
TKT-10842,Help please! Requesting breakdown of usage-based tier charges for bandwidth overages last month,Billing & Payments,Medium,Web Portal,Free Tier
TKT-10843,"Hey, Web application loading very slowly dashboard takes over 30 seconds to render charts Thanks for your prompt help.",Technical Issues,Medium,Email,Enterprise
TKT-10844,Requesting quote for adding 5 additional user seats to team plan next month Thanks for your prompt help.,Billing & Payments,Low,Email,Free Tier
TKT-10845,Help please! How many concurrent API requests are allowed on the standard developer tier? Let me know the resolution.,Product Inquiries,Medium,Web Portal,SMB
TKT-10846,"FYI, How do we export all our workspace data before closing our company account?",Cancellation & Refunds,Medium,Web Portal,SMB
TKT-10847,"Hey, Minor CSS layout glitch on safari browser when viewing navigation menu Awaiting your quick reply.",Technical Issues,Low,Web Portal,Enterprise
TKT-10848,"Dear Customer Service, If we cancel, do we still retain read-only access to historical dashboard reports? Appreciate your assistance.",Cancellation & Refunds,Low,Web Portal,Enterprise
TKT-10849,"Hey, Requesting instructions for setting up Google Authenticator app",Account Access,Low,Web Portal,SMB
TKT-10850,"Dear Customer Service, Critical compatibility question: does your SDK support Python 3.12 in production?",Product Inquiries,High,Email,Enterprise
TKT-10851,"Hello support team, Integration with Slack bot stopped sending automated channel alerts Let me know the resolution.",Technical Issues,Medium,Email,SMB
TKT-10852,"Hey, Need to revoke access for former employee immediately and transfer project ownership Thanks for your prompt help.",Account Access,Medium,In-App Chat,SMB
TKT-10853,Customer requested partial refund for unused seat licenses from previous quarter Awaiting your quick reply.,Cancellation & Refunds,Medium,Web Portal,SMB
TKT-10854,Where do I configure two-factor authentication in account preferences? This is impacting our business operations.,Account Access,Low,Email,SMB
TKT-10855,Webhook notifications are delayed by approximately 45 minutes since latest release Let me know the resolution.,Technical Issues,Medium,In-App Chat,Free Tier
TKT-10856,"Hi there, Mobile app crashes whenever user switches from dark mode to light mode in settings Let me know the resolution.",Technical Issues,Medium,Email,SMB
TKT-10857,"Greetings, Is there a free trial period available for the analytics add-on module? Thanks for your prompt help.",Product Inquiries,Low,Email,SMB
TKT-10858,Google workspace OAuth single sign-on throws redirect uri mismatch error,Account Access,Medium,Web Portal,Enterprise
TKT-10859,"Hello support team, Payment gateway failed during checkout customer funds deducted but invoice marked unpaid",Billing & Payments,High,In-App Chat,Free Tier
TKT-10860,"Hello support team, Cannot change primary email address in profile settings page throws permission error Awaiting your quick reply.",Account Access,Medium,Email,SMB
TKT-10861,"Hello support team, Cannot change primary email address in profile settings page throws permission error",Account Access,Medium,Web Portal,SMB
TKT-10862,"Hi there, Requesting quote for adding 5 additional user seats to team plan next month Regards.",Billing & Payments,Low,In-App Chat,SMB
TKT-10863,"Dear Customer Service, Where do I configure two-factor authentication in account preferences?",Account Access,Low,Web Portal,SMB
TKT-10864,"FYI, Please cancel our monthly recurring addon package before next billing cycle begins Thanks for your prompt help.",Cancellation & Refunds,Medium,Web Portal,Enterprise
TKT-10865,Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.,Account Access,Medium,Web Portal,Enterprise
TKT-10866,"Hello support team, How many concurrent API requests are allowed on the standard developer tier? Thanks for your prompt help.",Product Inquiries,Medium,Email,SMB
TKT-10867,"Dear Customer Service, Lost two-factor authentication device backup codes not working urgent root access needed Let me know the resolution.",Account Access,High,Email,SMB
TKT-10868,"Hi there, Memory leak causing production Kubernetes pods to crash in loop OOMKilled Thanks for your prompt help.",Technical Issues,High,Web Portal,Free Tier
TKT-10869,Urgent: tax invoice number missing on compliance statement audit deadline tomorrow Thanks for your prompt help.,Billing & Payments,High,Web Portal,SMB
TKT-10870,"Hello support team, Password reset link email never arrives in inbox or spam folder Regards.",Account Access,Medium,Email,SMB
TKT-10871,"FYI, API endpoint returning 503 service unavailable all background workers crashed immediately Awaiting your quick reply.",Technical Issues,High,Web Portal,SMB
TKT-10872,"Hi there, Fraudulent unauthorized transactions detected on our billing card linked to this account Please look into this as soon as possible.",Billing & Payments,High,Web Portal,SMB
TKT-10873,How to change notification preferences for email digests? Let me know the resolution.,Account Access,Low,Web Portal,Free Tier
TKT-10874,Attention: Please ensure auto-renewal is turned off for our yearly subscription Awaiting your quick reply.,Cancellation & Refunds,Medium,Email,SMB
TKT-10875,"Hi there, Is there an RSS feed available for platform status announcements? Regards.",Technical Issues,Low,Web Portal,Enterprise
TKT-10876,Requesting quote for adding 5 additional user seats to team plan next month Appreciate your assistance.,Billing & Payments,Low,Web Portal,SMB
TKT-10877,"Greetings, How many concurrent API requests are allowed on the standard developer tier? Let me know the resolution.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-10878,"Hey, Requesting quote for adding 5 additional user seats to team plan next month Appreciate your assistance.",Billing & Payments,Low,Web Portal,SMB
TKT-10879,Can one user be a member of multiple organization workspaces? This is impacting our business operations.,Account Access,Low,Email,Enterprise
TKT-10880,Urgent assistance needed: Mobile app crashes whenever user switches from dark mode to light mode in settings Please look into this as soon as possible.,Technical Issues,Medium,Web Portal,Free Tier
TKT-10881,Attention: Customer onboarding failed completely demanding full refund and data wipe immediately Appreciate your assistance.,Cancellation & Refunds,High,Web Portal,Enterprise
TKT-10882,"FYI, Is there an RSS feed available for platform status announcements? Let me know the resolution.",Technical Issues,Low,Email,SMB
TKT-10883,"Hi there, What payment currencies do you support for international bank cards? Please look into this as soon as possible.",Billing & Payments,Low,In-App Chat,Free Tier
TKT-10884,"FYI, How do I clear browser cache to view updated profile picture? Regards.",Technical Issues,Low,Web Portal,SMB
TKT-10885,"Dear Customer Service, Can we pay our invoice via annual bank check instead of card? Please look into this as soon as possible.",Billing & Payments,Low,Web Portal,SMB
TKT-10886,Help please! Memory leak causing production Kubernetes pods to crash in loop OOMKilled Thanks for your prompt help.,Technical Issues,High,Email,Enterprise
TKT-10887,"Hi there, Password reset link email never arrives in inbox or spam folder Let me know the resolution.",Account Access,Medium,Web Portal,Free Tier
TKT-10888,Help please! Google workspace OAuth single sign-on throws redirect uri mismatch error This is impacting our business operations.,Account Access,Medium,Web Portal,Free Tier
TKT-10889,"Hi there, Feature request: can you add a dark theme option for the PDF export tool? Appreciate your assistance.",Technical Issues,Low,Email,SMB
TKT-10890,"Hi there, What are the supported database connectors for the analytics pipeline? This is impacting our business operations.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-10891,Attention: Memory leak causing production Kubernetes pods to crash in loop OOMKilled Please look into this as soon as possible.,Technical Issues,High,Web Portal,SMB
TKT-10892,Coupon promo code DISCOUNT20 was not applied during renewal checkout Awaiting your quick reply.,Billing & Payments,Medium,Email,SMB
TKT-10893,What are the supported database connectors for the analytics pipeline? Please look into this as soon as possible.,Product Inquiries,Medium,Web Portal,SMB
TKT-10894,Help please! Cannot change primary email address in profile settings page throws permission error Thanks for your prompt help.,Account Access,Medium,Email,SMB
TKT-10895,"Hey, Typo in user settings documentation link points to older version 2.1 guide Thanks for your prompt help.",Technical Issues,Low,Web Portal,Free Tier
TKT-10896,"Hello support team, Admin account deleted by mistake restore access and permissions urgently Regards.",Account Access,High,Web Portal,Free Tier
TKT-10897,Help please! How do I clear browser cache to view updated profile picture? This is impacting our business operations.,Technical Issues,Low,Web Portal,SMB
TKT-10898,Attention: Mobile app crashes whenever user switches from dark mode to light mode in settings This is impacting our business operations.,Technical Issues,Medium,Web Portal,SMB
TKT-10899,Attention: Requesting quote for adding 5 additional user seats to team plan next month Let me know the resolution.,Billing & Payments,Low,Web Portal,Enterprise
TKT-10900,"Dear Customer Service, Does your enterprise plan meet HIPAA and SOC2 Type II compliance regulations for healthcare data?",Product Inquiries,High,Web Portal,SMB
TKT-10901,"Dear Customer Service, How many days before renewal do we need to submit a cancellation notice? Let me know the resolution.",Cancellation & Refunds,Low,Email,SMB
TKT-10902,Requesting quote for adding 5 additional user seats to team plan next month Let me know the resolution.,Billing & Payments,Low,Email,SMB
TKT-10903,Attention: Legal notice: unauthorized renewal charge dispute initiated process refund now Thanks for your prompt help.,Cancellation & Refunds,High,Web Portal,SMB
TKT-10904,Attention: Need to revoke access for former employee immediately and transfer project ownership Appreciate your assistance.,Account Access,Medium,Email,SMB
TKT-10905,"Hi there, Mobile app crashes whenever user switches from dark mode to light mode in settings This is impacting our business operations.",Technical Issues,Medium,Web Portal,Enterprise
TKT-10906,"Dear Customer Service, Need to update billing address and GST identification number on upcoming monthly invoice Please look into this as soon as possible.",Billing & Payments,Medium,Web Portal,SMB
TKT-10907,Help please! Invited team member receives invalid invitation token error when clicking join link Appreciate your assistance.,Account Access,Medium,Web Portal,SMB
TKT-10908,"FYI, What payment currencies do you support for international bank cards? Regards.",Billing & Payments,Low,Email,Free Tier
TKT-10909,"Hey, Cannot change primary email address in profile settings page throws permission error Regards.",Account Access,Medium,Email,Enterprise
TKT-10910,Does the platform support automated CSV data export via scheduled SFTP? This is impacting our business operations.,Product Inquiries,Medium,Email,SMB
TKT-10911,"Hi there, Security vulnerability detected unauthorized API calls from unknown IP address help Let me know the resolution.",Technical Issues,High,Email,SMB
TKT-10912,"Hey, How do I clear browser cache to view updated profile picture? Regards.",Technical Issues,Low,Email,SMB
TKT-10913,Security vulnerability detected unauthorized API calls from unknown IP address help,Technical Issues,High,Web Portal,Free Tier
TKT-10914,"Hi there, Mobile app crashes whenever user switches from dark mode to light mode in settings Appreciate your assistance.",Technical Issues,Medium,Email,SMB
TKT-10915,Help please! Is there an RSS feed available for platform status announcements? Appreciate your assistance.,Technical Issues,Low,Web Portal,SMB
TKT-10916,"Dear Customer Service, Can we pay our invoice via annual bank check instead of card? This is impacting our business operations.",Billing & Payments,Low,Web Portal,SMB
TKT-10917,"Dear Customer Service, Where can I find video tutorials for onboarding new team members? This is impacting our business operations.",Product Inquiries,Low,Email,Free Tier
TKT-10918,"Greetings, How to switch payment method from American Express to corporate ACH wire transfer? Please look into this as soon as possible.",Billing & Payments,Medium,In-App Chat,SMB
TKT-10919,Cannot upload CSV file larger than 5MB error says file format unsupported Appreciate your assistance.,Technical Issues,Medium,In-App Chat,SMB
TKT-10920,"Dear Customer Service, Where can I find video tutorials for onboarding new team members? Awaiting your quick reply.",Product Inquiries,Low,In-App Chat,SMB
TKT-10921,Where is the cancellation request button located inside billing settings? Appreciate your assistance.,Cancellation & Refunds,Low,Email,SMB
TKT-10922,"Hello support team, Urgent: tax invoice number missing on compliance statement audit deadline tomorrow",Billing & Payments,High,Email,Free Tier
TKT-10923,"Hey, Customer requested partial refund for unused seat licenses from previous quarter Thanks for your prompt help.",Cancellation & Refunds,Medium,Email,Free Tier
TKT-10924,Attention: Web application loading very slowly dashboard takes over 30 seconds to render charts,Technical Issues,Medium,Web Portal,SMB
TKT-10925,Attention: Payment receipt not delivered to finance accounting team email address Let me know the resolution.,Billing & Payments,Medium,Email,SMB
TKT-10926,Password reset link email never arrives in inbox or spam folder Thanks for your prompt help.,Account Access,Medium,Email,Enterprise
TKT-10927,Attention: Production database connection failure error code 500 server outage critical system down Appreciate your assistance.,Technical Issues,High,Web Portal,Enterprise
TKT-10928,"FYI, How do I update my profile avatar and display name on the portal? Please look into this as soon as possible.",Account Access,Low,Web Portal,Free Tier
TKT-10929,Attention: We are downsizing our team and wish to downgrade from Enterprise to Starter plan Regards.,Cancellation & Refunds,Medium,Email,Free Tier
TKT-10930,"Hi there, Cannot change primary email address in profile settings page throws permission error Please look into this as soon as possible.",Account Access,Medium,Email,SMB
TKT-10931,Help please! Web application loading very slowly dashboard takes over 30 seconds to render charts Appreciate your assistance.,Technical Issues,Medium,Email,SMB
TKT-10932,"Hi there, Can one user be a member of multiple organization workspaces? Regards.",Account Access,Low,Email,SMB
TKT-10933,"Hello support team, What payment currencies do you support for international bank cards? Please look into this as soon as possible.",Billing & Payments,Low,Web Portal,Free Tier
TKT-10934,"Greetings, Webhook notifications are delayed by approximately 45 minutes since latest release This is impacting our business operations.",Technical Issues,Medium,Web Portal,SMB
TKT-10935,Urgent assistance needed: Cannot upload CSV file larger than 5MB error says file format unsupported,Technical Issues,Medium,Email,Free Tier
TKT-10936,"Hi there, Web application loading very slowly dashboard takes over 30 seconds to render charts This is impacting our business operations.",Technical Issues,Medium,Email,SMB
TKT-10937,Where is the cancellation request button located inside billing settings? This is impacting our business operations.,Cancellation & Refunds,Low,Web Portal,Enterprise
TKT-10938,"Greetings, Requesting breakdown of usage-based tier charges for bandwidth overages last month This is impacting our business operations.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-10939,"FYI, Typo in user settings documentation link points to older version 2.1 guide Regards.",Technical Issues,Low,Web Portal,Free Tier
TKT-10940,"Hello support team, What payment currencies do you support for international bank cards? Let me know the resolution.",Billing & Payments,Low,Web Portal,SMB
TKT-10941,Production database connection failure error code 500 server outage critical system down This is impacting our business operations.,Technical Issues,High,Email,Enterprise
TKT-10942,"Hey, Mobile app crashes whenever user switches from dark mode to light mode in settings Appreciate your assistance.",Technical Issues,Medium,Email,Enterprise
TKT-10943,"Hi there, Production database connection failure error code 500 server outage critical system down Awaiting your quick reply.",Technical Issues,High,Web Portal,Enterprise
TKT-10944,Help please! Data pipeline corrupted our daily sync failed for enterprise client accounts Thanks for your prompt help.,Technical Issues,High,Web Portal,Free Tier
TKT-10945,"Hey, How do I update my profile avatar and display name on the portal? Thanks for your prompt help.",Account Access,Low,Email,SMB
TKT-10946,Urgent assistance needed: How many days before renewal do we need to submit a cancellation notice? Let me know the resolution.,Cancellation & Refunds,Low,Web Portal,Enterprise
TKT-10947,"Greetings, Can you share best practices for organizing workspaces across departments? Awaiting your quick reply.",Product Inquiries,Low,Web Portal,SMB
TKT-10948,"Hello support team, Where can I find video tutorials for onboarding new team members? Appreciate your assistance.",Product Inquiries,Low,In-App Chat,SMB
TKT-10949,"FYI, Production database connection failure error code 500 server outage critical system down Appreciate your assistance.",Technical Issues,High,Email,SMB
TKT-10950,"Dear Customer Service, Is there an RSS feed available for platform status announcements? Thanks for your prompt help.",Technical Issues,Low,Web Portal,Enterprise
TKT-10951,"Urgent assistance needed: If we cancel, do we still retain read-only access to historical dashboard reports? Thanks for your prompt help.",Cancellation & Refunds,Low,Email,Enterprise
TKT-10952,How do I clear browser cache to view updated profile picture?,Technical Issues,Low,In-App Chat,Enterprise
TKT-10953,"Dear Customer Service, Mobile app crashes whenever user switches from dark mode to light mode in settings Appreciate your assistance.",Technical Issues,Medium,Web Portal,SMB
TKT-10954,"FYI, Requesting instructions for setting up Google Authenticator app Thanks for your prompt help.",Account Access,Low,Web Portal,Enterprise
TKT-10955,Webhook notifications are delayed by approximately 45 minutes since latest release Please look into this as soon as possible.,Technical Issues,Medium,Web Portal,Enterprise
TKT-10956,"FYI, How to switch payment method from American Express to corporate ACH wire transfer? This is impacting our business operations.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-10957,Help please! How many concurrent API requests are allowed on the standard developer tier? Please look into this as soon as possible.,Product Inquiries,Medium,Email,SMB
TKT-10958,"Hey, Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? Thanks for your prompt help.",Product Inquiries,High,Web Portal,SMB
TKT-10959,"Hey, Please cancel our monthly recurring addon package before next billing cycle begins Awaiting your quick reply.",Cancellation & Refunds,Medium,Web Portal,SMB
TKT-10960,"FYI, Can one user be a member of multiple organization workspaces? Awaiting your quick reply.",Account Access,Low,In-App Chat,SMB
TKT-10961,"Hello support team, What payment currencies do you support for international bank cards? Let me know the resolution.",Billing & Payments,Low,Email,SMB
TKT-10962,Help please! Fraudulent unauthorized transactions detected on our billing card linked to this account Appreciate your assistance.,Billing & Payments,High,Web Portal,Enterprise
TKT-10963,"FYI, Does the platform support automated CSV data export via scheduled SFTP? Regards.",Product Inquiries,Medium,In-App Chat,Free Tier
TKT-10964,"Greetings, Can we customize webhook payload headers with custom authorization tokens? This is impacting our business operations.",Product Inquiries,Medium,Web Portal,SMB
TKT-10965,"Greetings, Coupon promo code DISCOUNT20 was not applied during renewal checkout Let me know the resolution.",Billing & Payments,Medium,Email,SMB
TKT-10966,Attention: Need immediate technical specifications before signing annual enterprise contract today Appreciate your assistance.,Product Inquiries,High,Web Portal,Enterprise
TKT-10967,"Hello support team, Invited team member receives invalid invitation token error when clicking join link This is impacting our business operations.",Account Access,Medium,Web Portal,SMB
TKT-10968,"Greetings, Integration with Slack bot stopped sending automated channel alerts Please look into this as soon as possible.",Technical Issues,Medium,Web Portal,SMB
TKT-10969,Help please! Can one user be a member of multiple organization workspaces? Thanks for your prompt help.,Account Access,Low,Email,SMB
TKT-10970,Urgent: tax invoice number missing on compliance statement audit deadline tomorrow Awaiting your quick reply.,Billing & Payments,High,Email,SMB
TKT-10971,"Greetings, Requesting quote for adding 5 additional user seats to team plan next month",Billing & Payments,Low,Web Portal,Enterprise
TKT-10972,"Greetings, Invited team member receives invalid invitation token error when clicking join link This is impacting our business operations.",Account Access,Medium,Web Portal,SMB
TKT-10973,"Hi there, Where can I find video tutorials for onboarding new team members? This is impacting our business operations.",Product Inquiries,Low,Email,Enterprise
TKT-10974,Urgent assistance needed: We are downsizing our team and wish to downgrade from Enterprise to Starter plan This is impacting our business operations.,Cancellation & Refunds,Medium,Web Portal,SMB
TKT-10975,"Dear Customer Service, What is your cancellation policy if we decide to pause subscription next quarter? Appreciate your assistance.",Cancellation & Refunds,Low,In-App Chat,Enterprise
TKT-10976,"Hi there, Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Appreciate your assistance.",Billing & Payments,High,Web Portal,Free Tier
TKT-10977,Urgent assistance needed: Will our annual subscription automatically renew next quarter?,Billing & Payments,Low,Web Portal,SMB
TKT-10978,"Hello support team, API endpoint returning 503 service unavailable all background workers crashed immediately",Technical Issues,High,Email,Enterprise
TKT-10979,Attention: Feature request: can you add a dark theme option for the PDF export tool? Thanks for your prompt help.,Technical Issues,Low,In-App Chat,SMB
TKT-10980,Urgent assistance needed: Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? Awaiting your quick reply.,Product Inquiries,High,Web Portal,SMB
TKT-10981,Where is the latest API documentation and Postman collection available? This is impacting our business operations.,Product Inquiries,Low,Web Portal,SMB
TKT-10982,Attention: Requesting quote for adding 5 additional user seats to team plan next month Thanks for your prompt help.,Billing & Payments,Low,In-App Chat,Free Tier
TKT-10983,"FYI, Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? Appreciate your assistance.",Product Inquiries,High,In-App Chat,Enterprise
TKT-10984,"Greetings, Web application loading very slowly dashboard takes over 30 seconds to render charts Awaiting your quick reply.",Technical Issues,Medium,Web Portal,Free Tier
TKT-10985,"Hi there, Password reset link email never arrives in inbox or spam folder",Account Access,Medium,Email,Free Tier
TKT-10986,"Dear Customer Service, Requesting instructions for setting up Google Authenticator app Appreciate your assistance.",Account Access,Low,In-App Chat,SMB
TKT-10987,"Hi there, What is the exact difference in features between Professional and Enterprise tier? Please look into this as soon as possible.",Product Inquiries,Medium,Email,SMB
TKT-10988,"Hey, Webhook notifications are delayed by approximately 45 minutes since latest release Appreciate your assistance.",Technical Issues,Medium,Web Portal,SMB
TKT-10989,"Hi there, Integration with Slack bot stopped sending automated channel alerts Awaiting your quick reply.",Technical Issues,Medium,Web Portal,Enterprise
TKT-10990,"Hey, Mobile app crashes whenever user switches from dark mode to light mode in settings",Technical Issues,Medium,Email,Free Tier
TKT-10991,"Dear Customer Service, Cannot change primary email address in profile settings page throws permission error Let me know the resolution.",Account Access,Medium,Web Portal,Enterprise
TKT-10992,"FYI, Can we pause our subscription for 2 months during our seasonal business hiatus?",Cancellation & Refunds,Low,Email,Enterprise
TKT-10993,"Dear Customer Service, Cannot change primary email address in profile settings page throws permission error Please look into this as soon as possible.",Account Access,Medium,Email,Enterprise
TKT-10994,"Hi there, How do I update my profile avatar and display name on the portal? Regards.",Account Access,Low,Web Portal,Enterprise
TKT-10995,"Hi there, Coupon promo code DISCOUNT20 was not applied during renewal checkout Appreciate your assistance.",Billing & Payments,Medium,Email,Enterprise
TKT-10996,"Greetings, Where can I download past invoices from the billing settings page? Please look into this as soon as possible.",Billing & Payments,Low,Web Portal,SMB
TKT-10997,"Greetings, Invited team member receives invalid invitation token error when clicking join link",Account Access,Medium,Web Portal,SMB
TKT-10998,"FYI, Where can I find video tutorials for onboarding new team members? Please look into this as soon as possible.",Product Inquiries,Low,In-App Chat,SMB
TKT-10999,"Hi there, Where is the cancellation request button located inside billing settings? Let me know the resolution.",Cancellation & Refunds,Low,Email,Free Tier
TKT-11000,"Hello support team, Need immediate technical specifications before signing annual enterprise contract today",Product Inquiries,High,Email,Free Tier
TKT-11001,"Hello support team, Account suspended due to false payment failure despite valid corporate credit card on file Appreciate your assistance.",Billing & Payments,High,In-App Chat,SMB
TKT-11002,"Dear Customer Service, Security vulnerability detected unauthorized API calls from unknown IP address help Please look into this as soon as possible.",Technical Issues,High,Web Portal,SMB
TKT-11003,"Greetings, Web application loading very slowly dashboard takes over 30 seconds to render charts Please look into this as soon as possible.",Technical Issues,Medium,In-App Chat,Free Tier
TKT-11004,Password reset link email never arrives in inbox or spam folder Awaiting your quick reply.,Account Access,Medium,Web Portal,Free Tier
TKT-11005,Urgent: tax invoice number missing on compliance statement audit deadline tomorrow,Billing & Payments,High,Web Portal,SMB
